Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP3843,Borehole,Clean,48.0,15000.0,1996.0,Red Cross,Pay per use,28.0,Hand Pump,,Not Functioning
WP3844,Well,Clean,51.0,20000.0,2016.0,Oxfam,Free,8.0,Hand Pump,"(-20.92144686477307, 25.43294905336304)",Functioning
WP3845,Lake,Clean,44.0,18000.0,2015.0,Red Cross,Pay per use,9.0,Hand Pump,"(-18.01152503498389, 25.41798637508612)",Functioning
,River,Clean,,18000.0,2005.0,Oxfam,Pay per use,19.0,Hand Pump,"(-22.84307950257794, 25.433794881767433)",Functioning
WP3847,River,Clean,10.0,12000.0,2018.0,World Bank,Pay per use,6.0,Motorized Pump,"(-21.19880794966199, 22.98556108568818)",Not Functioning
WP3848,Lake,Clean,47.0,6000.0,1998.0,,Pay per use,26.0,Hand Pump,"(-18.89099882024421, 27.209985136151072)",Not Functioning
WP3849,Lake,Clean,40.0,11000.0,2002.0,Oxfam,Pay per use,22.0,Hand Pump,"(-22.548370027842573, 21.183025228513593)",Functioning
WP3850,River,Clean,17.0,,2008.0,Red Cross,Pay per use,16.0,Solar Pump,"(-21.45238594681914, 19.341161699084747)",Functioning
WP3851,Lake,Clean,47.0,12000.0,2019.0,UNICEF,Pay per use,5.0,Motorized Pump,,Not Functioning
,Lake,Clean,52.0,10000.0,2005.0,Oxfam,Pay per use,19.0,Hand Pump,"(-23.76032819398824, 22.353994592366128)",Not Functioning
WP3853,Lake,Clean,16.0,12000.0,2017.0,USAID,Pay per use,7.0,Hand Pump,"(-18.22907493389024, 27.72505549399997)",Not Functioning
WP3854,Lake,Clean,49.0,17000.0,2011.0,Red Cross,Pay per use,13.0,Hand Pump,"(-23.824217031236884, 23.099741479425962)",Not Functioning
,Lake,Clean,9.0,18000.0,2019.0,World Bank,Pay per use,5.0,Hand Pump,"(-19.268180361959836, 27.995277719478334)",Functioning
WP3856,Well,Clean,,15000.0,2019.0,Red Cross,Pay per use,5.0,Motorized Pump,"(-19.36628438662216, 25.80779427131871)",Functioning
WP3857,Well,Clean,33.0,16000.0,2014.0,Red Cross,Free,10.0,Hand Pump,,Functioning
WP3858,Lake,Contaminated,43.0,10000.0,2018.0,,Pay per use,6.0,Solar Pump,,Not Functioning
WP3859,Lake,Clean,15.0,11000.0,1994.0,UNICEF,Pay per use,30.0,Motorized Pump,"(-23.299835133161594, 25.138726480086298)",Not Functioning
WP3860,Lake,Clean,16.0,15000.0,2003.0,Oxfam,Pay per use,21.0,Hand Pump,"(-19.398640421333887, 27.025532669725393)",Not Functioning
WP3861,Well,Clean,23.0,14000.0,1997.0,Oxfam,Pay per use,27.0,Hand Pump,"(-21.30698136160045, 26.469475950278913)",Not Functioning
WP3862,Lake,Contaminated,46.0,12000.0,2020.0,USAID,Pay per use,4.0,Hand Pump,"(-19.104458084098866, 25.278645041665854)",Not Functioning
WP3863,Lake,Clean,38.0,16000.0,2010.0,Oxfam,Pay per use,14.0,Motorized Pump,"(-21.051137470181406, 20.062032752674853)",Not Functioning
WP3864,Well,Clean,35.0,14000.0,1993.0,Red Cross,Free,31.0,Hand Pump,"(-23.505044151669964, 19.427293950079143)",Functioning
WP3865,River,Contaminated,27.0,12000.0,1998.0,World Bank,Pay per use,26.0,Hand Pump,"(-18.792634555569997, 27.715923237205764)",Functioning
WP3866,Lake,Clean,,11000.0,1990.0,World Bank,Pay per use,34.0,Motorized Pump,"(-22.432684613916003, 21.650683088774613)",
WP3867,Well,Clean,30.0,10000.0,1992.0,UNICEF,Pay per use,32.0,Solar Pump,"(-22.599491662427006, 21.897388190894635)",Functioning
WP3868,Well,Clean,48.0,11000.0,,Red Cross,Free,14.0,Solar Pump,"(-21.463667480045515, 24.990774376699672)",Functioning
WP3869,Lake,Clean,43.0,18000.0,2011.0,Red Cross,,13.0,Solar Pump,"(-23.020058534166203, 21.031960879405887)",Functioning
WP3870,Well,Clean,36.0,,1997.0,USAID,Free,27.0,Motorized Pump,"(-22.14675651706144, 24.966325154780545)",Functioning
WP3871,Lake,Contaminated,46.0,13000.0,1992.0,Red Cross,Pay per use,32.0,Hand Pump,"(-22.38296354896172, 26.840235177364683)",Not Functioning
,Well,Clean,34.0,12000.0,,Red Cross,Pay per use,26.0,Hand Pump,"(-23.097253908833125, 24.74467401667994)",Functioning
WP3873,Lake,Clean,36.0,11000.0,2010.0,,Pay per use,14.0,Hand Pump,"(-18.563568379599783, 24.5433644540401)",Functioning
WP3874,Lake,Clean,42.0,13000.0,1999.0,USAID,Pay per use,25.0,Motorized Pump,"(-17.938265758079748, 25.416710229247002)",Not Functioning
WP3875,Well,Clean,38.0,14000.0,2001.0,Oxfam,Pay per use,23.0,Solar Pump,"(-18.31395122670662, 28.943863942010694)",Functioning
WP3876,Lake,Clean,54.0,17000.0,2002.0,Oxfam,Free,22.0,Motorized Pump,"(-19.400109991563756, 24.821887322425344)",Not Functioning
WP3877,Borehole,Clean,47.0,13000.0,1998.0,Red Cross,Pay per use,26.0,Hand Pump,"(-23.59101589991567, 25.02156865547554)",Not Functioning
WP3878,Lake,Clean,33.0,16000.0,1993.0,Red Cross,,31.0,Motorized Pump,"(-22.030471281528186, 21.115287358401957)",Not Functioning
WP3879,Lake,Clean,23.0,13000.0,2020.0,UNICEF,Pay per use,4.0,Hand Pump,"(-20.537073598489478, 26.312014385460124)",Not Functioning
WP3880,,Clean,17.0,16000.0,2015.0,Red Cross,Pay per use,9.0,Hand Pump,"(-21.34079813472963, 28.09956139774264)",Not Functioning
WP3881,Borehole,Clean,19.0,9000.0,2001.0,,Pay per use,23.0,Motorized Pump,"(-21.10993872568146, 19.052955060148367)",Not Functioning
WP3882,Lake,Clean,42.0,6000.0,2014.0,,Free,10.0,Hand Pump,"(-23.025089528819798, 19.936915879540006)",Not Functioning
WP3883,Lake,Clean,22.0,12000.0,1991.0,World Bank,Pay per use,,Motorized Pump,"(-19.254153139283847, 28.379438329774644)",Not Functioning
WP3884,Lake,Clean,47.0,14000.0,2004.0,Oxfam,Pay per use,20.0,Hand Pump,"(-22.446817808068356, 20.7807504324053)",Not Functioning
WP3885,Lake,Clean,21.0,12000.0,2014.0,Red Cross,Free,10.0,Hand Pump,"(-19.278515568225487, 26.210184023349083)",Not Functioning
WP3886,,Clean,42.0,11000.0,1999.0,Red Cross,Free,25.0,Hand Pump,"(-18.563749866872442, 25.87077207702307)",Not Functioning
WP3887,Well,Clean,38.0,16000.0,2002.0,USAID,Free,22.0,Motorized Pump,"(-22.888009345008843, 20.48631898981585)",Not Functioning
WP3888,Lake,Clean,19.0,15000.0,2017.0,Oxfam,Pay per use,7.0,Hand Pump,"(-20.148323061161474, 27.5814944452009)",Not Functioning
WP3889,Well,Clean,29.0,,2010.0,USAID,Pay per use,14.0,Hand Pump,"(-20.211231266609918, 27.72317554076387)",Not Functioning
WP3890,Well,Contaminated,22.0,10000.0,1996.0,Red Cross,Pay per use,28.0,Hand Pump,"(-19.39134518288582, 24.08645656548737)",
WP3891,Well,Clean,38.0,,2006.0,Red Cross,Pay per use,18.0,Hand Pump,"(-19.94596401163432, 24.268198740865547)",Functioning
WP3892,Well,Contaminated,42.0,15000.0,1990.0,Red Cross,Pay per use,34.0,,"(-21.54617985864052, 22.376368575150963)",Not Functioning
WP3893,Lake,Clean,49.0,16000.0,1994.0,Red Cross,Pay per use,30.0,Motorized Pump,"(-20.771235500754155, 25.727204480996097)",Not Functioning
WP3894,Lake,Clean,48.0,15000.0,2020.0,Red Cross,,4.0,Hand Pump,"(-19.486213122199146, 26.152867701987265)",Not Functioning
WP3895,Well,Clean,15.0,11000.0,2008.0,Oxfam,Free,16.0,Motorized Pump,"(-22.224249641701345, 21.190887637961143)",Not Functioning
WP3896,Lake,Clean,56.0,13000.0,,Red Cross,Pay per use,24.0,Hand Pump,"(-22.177456536729842, 21.777129044591536)",Functioning
WP3897,Well,Clean,49.0,12000.0,2014.0,Red Cross,Pay per use,10.0,Hand Pump,"(-21.9980282867833, 27.18861695678796)",Functioning
WP3898,Well,Clean,19.0,10000.0,2020.0,UNICEF,Pay per use,4.0,Motorized Pump,"(-22.033592792179924, 25.366454402621216)",Not Functioning
WP3899,Well,,25.0,6000.0,2014.0,Red Cross,Pay per use,10.0,Hand Pump,"(-21.949495621429946, 23.137016901849876)",Functioning
,Well,Clean,42.0,11000.0,2005.0,Red Cross,Free,19.0,Motorized Pump,"(-19.58975128798468, 27.049306453305576)",Not Functioning
WP3901,Lake,Clean,21.0,15000.0,,Red Cross,Free,27.0,Hand Pump,"(-19.829935085206653, 25.60996555765295)",Not Functioning
WP3902,,Clean,27.0,15000.0,,USAID,Pay per use,28.0,,"(-22.064217407978727, 20.412437447522432)",Not Functioning
WP3903,Lake,Clean,27.0,9000.0,2001.0,Oxfam,Pay per use,,Motorized Pump,"(-19.973815397863348, 27.828883584620602)",
WP3904,Lake,Clean,45.0,9000.0,1993.0,World Bank,Pay per use,31.0,Hand Pump,"(-22.390695573604905, 22.78358761045498)",Not Functioning
WP3905,,Clean,38.0,,1995.0,Oxfam,Pay per use,29.0,Hand Pump,"(-22.095631707984385, 21.0371410965064)",Not Functioning
WP3906,Borehole,Clean,42.0,11000.0,2015.0,Oxfam,Pay per use,9.0,Hand Pump,"(-17.89116602678882, 20.496779298769304)",Not Functioning
WP3907,Borehole,Contaminated,42.0,15000.0,1991.0,Red Cross,Pay per use,33.0,Hand Pump,"(-21.059884033891894, 23.320225591992838)",Not Functioning
WP3908,Lake,Clean,13.0,10000.0,2016.0,World Bank,Free,8.0,Motorized Pump,"(-18.61262054556127, 19.261395546175216)",Not Functioning
WP3909,Lake,Clean,11.0,12000.0,2013.0,UNICEF,Pay per use,11.0,Motorized Pump,"(-17.641071495216938, 23.541750122022936)",Not Functioning
WP3910,Lake,Clean,43.0,15000.0,2016.0,Oxfam,Pay per use,8.0,Hand Pump,"(-19.916646504806437, 27.42323917550067)",Functioning
WP3911,Lake,Clean,31.0,15000.0,2002.0,UNICEF,Pay per use,22.0,Hand Pump,"(-20.169883580676487, 20.54416228772058)",Not Functioning
WP3912,Well,Clean,36.0,17000.0,2019.0,Oxfam,Pay per use,5.0,Motorized Pump,"(-20.855801247819617, 21.063279666176953)",Functioning
WP3913,Lake,Clean,40.0,14000.0,2008.0,Oxfam,Pay per use,16.0,Hand Pump,"(-21.901352074083846, 22.789370372469055)",Functioning
WP3914,Well,Clean,32.0,13000.0,1997.0,UNICEF,Pay per use,27.0,Solar Pump,"(-23.479896957234452, 23.827164157777297)",Functioning
WP3915,Lake,Clean,34.0,12000.0,1997.0,UNICEF,Pay per use,27.0,Hand Pump,"(-20.661761890206044, 22.206722123371808)",Not Functioning
WP3916,Lake,Clean,49.0,13000.0,2001.0,World Bank,Free,23.0,Hand Pump,"(-19.422786576679012, 21.19671390097393)",Not Functioning
,Lake,Contaminated,51.0,10000.0,1999.0,UNICEF,Pay per use,25.0,Motorized Pump,"(-18.99175102548724, 28.583182390896766)",Not Functioning
,River,Clean,17.0,10000.0,1990.0,Red Cross,Pay per use,,Hand Pump,"(-18.96257062365166, 26.49617009050919)",Not Functioning
WP3919,Lake,Clean,41.0,11000.0,2008.0,USAID,Pay per use,16.0,Hand Pump,"(-22.82849868591724, 22.5135650200762)",Not Functioning
WP3920,Well,Clean,59.0,15000.0,2010.0,Red Cross,Pay per use,14.0,Hand Pump,"(-22.117376727844135, 21.616831285114223)",Functioning
WP3921,Lake,Clean,11.0,16000.0,2017.0,Oxfam,Pay per use,7.0,Motorized Pump,"(-21.165099155576293, 19.1548203685629)",Functioning
WP3922,Lake,Clean,45.0,16000.0,1990.0,Red Cross,Free,34.0,,"(-18.748834891446993, 24.522763881543973)",Not Functioning
WP3923,Well,Clean,55.0,18000.0,1994.0,Red Cross,Pay per use,30.0,Motorized Pump,"(-20.88592156108662, 25.513976230407557)",Functioning
WP3924,River,Clean,39.0,,1992.0,Oxfam,Free,32.0,Hand Pump,"(-23.67484857369113, 23.9092658653692)",Not Functioning
WP3925,Lake,Clean,62.0,,2006.0,Oxfam,,18.0,Hand Pump,"(-21.052552563243005, 22.030057123872233)",Functioning
WP3926,Lake,Clean,67.0,10000.0,1990.0,Oxfam,Free,,Hand Pump,"(-21.784842929799655, 22.54469956594858)",Not Functioning
WP3927,Well,Clean,12.0,13000.0,2016.0,Red Cross,Free,8.0,Motorized Pump,"(-18.826424443503775, 26.100473399922755)",Not Functioning
WP3928,Lake,Clean,43.0,16000.0,2009.0,Red Cross,Free,15.0,Hand Pump,"(-19.181255396164048, 19.4737619670602)",Functioning
WP3929,Lake,Clean,16.0,15000.0,1991.0,Red Cross,Pay per use,33.0,Solar Pump,"(-18.571865646242376, 27.240197519145195)",Not Functioning
WP3930,Lake,Contaminated,7.0,13000.0,2017.0,World Bank,Pay per use,7.0,Hand Pump,"(-17.783543791516028, 24.79780856743074)",Not Functioning
WP3931,River,Clean,73.0,14000.0,1991.0,Oxfam,Free,33.0,,"(-19.438660379413868, 28.17231331899397)",Functioning
WP3932,Lake,Clean,53.0,10000.0,2019.0,Oxfam,Pay per use,,Hand Pump,"(-21.94331828855769, 20.643083557855483)",Not Functioning
WP3933,Lake,Clean,28.0,,2011.0,Red Cross,Pay per use,13.0,Hand Pump,"(-21.255831537522035, 25.82166528295144)",Not Functioning
WP3934,Lake,Contaminated,14.0,12000.0,1994.0,Red Cross,Pay per use,30.0,,"(-20.422981411317494, 24.544277063342008)",Not Functioning
WP3935,Well,Clean,8.0,14000.0,2013.0,World Bank,Pay per use,11.0,Hand Pump,"(-19.684325745782914, 24.904915030438747)",Functioning
WP3936,Lake,Clean,45.0,14000.0,2003.0,UNICEF,,21.0,Hand Pump,"(-20.967094709641586, 22.313593812040512)",Not Functioning
WP3937,Lake,Clean,52.0,9000.0,2011.0,Oxfam,Free,13.0,Hand Pump,"(-21.03481165007502, 19.198293513570263)",Not Functioning
WP3938,Lake,Contaminated,43.0,13000.0,2009.0,Red Cross,Pay per use,15.0,Hand Pump,,Not Functioning
WP3939,,Clean,41.0,15000.0,2005.0,Oxfam,Free,,Hand Pump,"(-17.852829100429172, 25.21575156521368)",Not Functioning
WP3940,Lake,Clean,45.0,14000.0,2008.0,World Bank,,16.0,Motorized Pump,"(-19.5270923168074, 27.48468108063617)",Not Functioning
WP3941,Lake,Clean,38.0,14000.0,1994.0,Oxfam,Pay per use,30.0,Hand Pump,"(-23.70970988221757, 20.172473178465935)",Not Functioning
WP3942,River,,25.0,7000.0,2009.0,,Pay per use,15.0,Motorized Pump,"(-20.92653904570761, 25.613795818669885)",Not Functioning
WP3943,Lake,Clean,22.0,17000.0,2011.0,Red Cross,Free,13.0,Hand Pump,"(-23.86462995376968, 21.324046223296587)",Not Functioning
WP3944,Lake,Clean,16.0,13000.0,2009.0,Red Cross,Free,15.0,Hand Pump,"(-20.913402196392074, 21.236849022127227)",Not Functioning
WP3945,Lake,Clean,,10000.0,1998.0,Red Cross,Pay per use,26.0,Hand Pump,"(-23.65294668159602, 26.893568609339088)",Not Functioning
WP3946,Lake,Clean,33.0,9000.0,1991.0,Oxfam,Pay per use,33.0,Hand Pump,"(-22.35289806420603, 19.50487482783909)",Not Functioning
WP3947,Borehole,Clean,47.0,11000.0,2016.0,USAID,Pay per use,8.0,Solar Pump,"(-22.84987089907621, 21.12687065330979)",Functioning
WP3948,Lake,Clean,36.0,15000.0,1990.0,USAID,,34.0,Motorized Pump,,Not Functioning
WP3949,Well,Clean,42.0,17000.0,2012.0,USAID,Pay per use,12.0,,"(-21.010864409926164, 25.05792206370482)",Functioning
WP3950,Well,Clean,-3.0,10000.0,2009.0,Oxfam,Pay per use,,Motorized Pump,"(-23.135193151461944, 22.990853052803086)",
WP3951,Lake,Contaminated,35.0,13000.0,2012.0,UNICEF,Pay per use,,Solar Pump,"(-20.471601221973884, 21.14750447794935)",Functioning
WP3952,Lake,Clean,50.0,16000.0,2004.0,USAID,Pay per use,20.0,Hand Pump,"(-21.312619830225984, 24.90470776770445)",Not Functioning
WP3953,River,,,16000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-23.0308609086402, 19.572737256563876)",
WP3954,Well,Clean,43.0,15000.0,2012.0,Oxfam,Free,12.0,Solar Pump,"(-17.848120812881252, 27.891090434285115)",Functioning
,Lake,Clean,41.0,14000.0,2009.0,UNICEF,Free,,Hand Pump,"(-21.308341331330983, 23.420720804193614)",Not Functioning
WP3956,,Clean,44.0,9000.0,1999.0,World Bank,Free,25.0,Motorized Pump,"(-18.77235399148293, 26.114255959891388)",Not Functioning
WP3957,,Clean,50.0,13000.0,2002.0,World Bank,Free,22.0,Hand Pump,"(-18.206210036581517, 26.867710786760206)",Not Functioning
WP3958,Lake,Contaminated,28.0,15000.0,1993.0,Oxfam,Pay per use,31.0,Hand Pump,"(-23.71876079828203, 25.147388588818668)",Not Functioning
WP3959,Well,Clean,42.0,8000.0,1995.0,USAID,Pay per use,29.0,Motorized Pump,"(-19.21481990943459, 22.55032082744439)",Not Functioning
WP3960,River,Clean,41.0,11000.0,2014.0,Red Cross,Free,10.0,Hand Pump,"(-22.34973225676664, 24.94645659603077)",Functioning
WP3961,Well,Clean,17.0,13000.0,1995.0,Red Cross,Pay per use,29.0,Solar Pump,"(-19.744900663119868, 26.594969274666063)",Functioning
WP3962,River,Clean,23.0,10000.0,2002.0,Oxfam,Pay per use,22.0,Motorized Pump,"(-20.927383631548206, 27.636788650128555)",Not Functioning
WP3963,Lake,Clean,11.0,5000.0,2017.0,Oxfam,Pay per use,7.0,Solar Pump,"(-21.68834435790018, 24.44724391951729)",Functioning
WP3964,Lake,Clean,30.0,12000.0,2020.0,Oxfam,Pay per use,4.0,Motorized Pump,"(-19.92671901937311, 27.236399221624538)",Not Functioning
WP3965,Well,Clean,59.0,11000.0,2006.0,Oxfam,Pay per use,18.0,Hand Pump,"(-22.26962905387128, 26.172973524802792)",Functioning
WP3966,,Clean,,15000.0,2019.0,UNICEF,Pay per use,5.0,Hand Pump,"(-20.88867812709776, 20.713216242555937)",Not Functioning
WP3967,Lake,Clean,41.0,12000.0,2018.0,Oxfam,,6.0,Motorized Pump,,Functioning
,Well,Clean,32.0,12000.0,1999.0,Red Cross,Pay per use,25.0,Motorized Pump,"(-21.10358041485229, 22.563417342714686)",Not Functioning
WP3969,Lake,Contaminated,33.0,13000.0,2009.0,Oxfam,Free,15.0,Hand Pump,"(-21.612680848293618, 27.190790811893546)",Not Functioning
WP3970,Lake,Contaminated,,14000.0,1997.0,Oxfam,Pay per use,27.0,Motorized Pump,"(-23.058165529399464, 19.04975850511742)",Not Functioning
WP3971,Borehole,Clean,38.0,13000.0,2016.0,UNICEF,Pay per use,8.0,Hand Pump,"(-20.049288304617615, 19.744464760313235)",Not Functioning
WP3972,Lake,,48.0,14000.0,2001.0,UNICEF,Free,23.0,Hand Pump,"(-23.015785702675775, 22.692989887325293)",Not Functioning
,Well,Clean,35.0,12000.0,2020.0,Oxfam,Pay per use,4.0,Hand Pump,"(-21.800056596185527, 20.184131333783835)",Functioning
WP3974,River,Contaminated,25.0,14000.0,1992.0,,Free,32.0,Solar Pump,"(-23.05429584922574, 21.013095967235788)",Not Functioning
WP3975,Lake,Clean,41.0,6000.0,2017.0,Oxfam,Free,7.0,Hand Pump,"(-23.095361052584465, 24.20870797048128)",Functioning
WP3976,Lake,Clean,46.0,9000.0,1994.0,Oxfam,Pay per use,30.0,Solar Pump,"(-22.68180827017285, 22.916541489962768)",Not Functioning
WP3977,Lake,Contaminated,34.0,12000.0,1998.0,Oxfam,Pay per use,26.0,Motorized Pump,"(-18.58166099836565, 25.811870797188952)",Not Functioning
,Well,Clean,35.0,12000.0,2012.0,Red Cross,Pay per use,12.0,Hand Pump,"(-19.675403379817176, 26.473202304412403)",Functioning
WP3979,Well,Clean,,11000.0,2013.0,Oxfam,Pay per use,11.0,Hand Pump,"(-21.746830840473184, 21.916722849960003)",Functioning
WP3980,Lake,Clean,44.0,12000.0,1997.0,Oxfam,Pay per use,27.0,Motorized Pump,"(-22.16775204281978, 22.87982995503295)",Not Functioning
WP3981,Lake,Clean,39.0,14000.0,,Oxfam,Pay per use,21.0,Hand Pump,"(-18.816926395198056, 25.412850293549184)",Functioning
WP3982,,Clean,52.0,11000.0,2010.0,Red Cross,Free,14.0,Hand Pump,"(-18.673207088031567, 28.68080029791526)",Not Functioning
WP3983,Well,Clean,38.0,12000.0,2019.0,World Bank,Pay per use,5.0,Motorized Pump,"(-21.382832428517506, 25.330913695615706)",Functioning
WP3984,Well,,49.0,16000.0,2015.0,Red Cross,Pay per use,9.0,Hand Pump,"(-22.928500468622286, 26.435841947456293)",Not Functioning
WP3985,Borehole,Clean,12.0,16000.0,1995.0,Red Cross,Pay per use,29.0,Motorized Pump,"(-20.92186676229773, 24.626553101905124)",Not Functioning
WP3986,Lake,Clean,41.0,8000.0,2001.0,,Pay per use,23.0,Hand Pump,"(-21.800324232755592, 25.111692885607933)",Functioning
WP3987,Well,Clean,45.0,15000.0,1993.0,Oxfam,Pay per use,31.0,Hand Pump,"(-22.87879349156623, 26.260361947720792)",Functioning
WP3988,Lake,Clean,13.0,13000.0,2018.0,Oxfam,Pay per use,6.0,Motorized Pump,"(-21.6017800160408, 19.413118055787933)",Not Functioning
WP3989,Lake,Clean,34.0,18000.0,1996.0,Oxfam,Free,,Motorized Pump,"(-18.226185981816016, 26.651846418103467)",Not Functioning
WP3990,Well,Clean,58.0,15000.0,2016.0,Red Cross,Pay per use,8.0,Motorized Pump,,Functioning
WP3991,Lake,Contaminated,53.0,16000.0,2001.0,USAID,Pay per use,23.0,Hand Pump,"(-20.439472531387125, 20.989743978393154)",Not Functioning
WP3992,Lake,,26.0,7000.0,2015.0,Oxfam,Pay per use,9.0,Motorized Pump,"(-20.429779734528058, 25.095715757986504)",Not Functioning
WP3993,River,Clean,61.0,14000.0,2004.0,USAID,Pay per use,20.0,,"(-19.405104734378334, 27.66614433182469)",Not Functioning
WP3994,Lake,Clean,40.0,14000.0,2019.0,USAID,Pay per use,5.0,Solar Pump,"(-19.724704507469554, 26.25236765185188)",Functioning
WP3995,Well,Contaminated,38.0,14000.0,2002.0,Red Cross,Pay per use,22.0,Hand Pump,"(-21.43725703573947, 24.237796819419177)",Functioning
,Lake,,9.0,13000.0,2001.0,Oxfam,Pay per use,23.0,Hand Pump,,Not Functioning
WP3997,Lake,Clean,18.0,14000.0,2001.0,World Bank,Free,23.0,Hand Pump,"(-21.803582067435244, 22.37145643994719)",Not Functioning
WP3998,River,Contaminated,20.0,18000.0,2020.0,Red Cross,Pay per use,4.0,Motorized Pump,"(-19.01404418309123, 28.979146439534055)",Not Functioning
WP3999,Lake,Clean,40.0,18000.0,1993.0,USAID,Pay per use,31.0,Motorized Pump,,Not Functioning
,Lake,Clean,,,1998.0,Red Cross,Free,26.0,Hand Pump,"(-18.174065695133436, 24.337952117277005)",Not Functioning
WP4001,Lake,Clean,25.0,,2019.0,Red Cross,Pay per use,5.0,Motorized Pump,"(-19.459081796851848, 26.844491876461834)",Not Functioning
WP4002,Lake,Clean,42.0,11000.0,2016.0,,Pay per use,8.0,Motorized Pump,"(-18.965099101152003, 25.730553669937354)",Not Functioning
WP4003,Lake,Clean,35.0,14000.0,2013.0,Red Cross,Free,11.0,Hand Pump,"(-23.16199169989755, 21.469118219942086)",Not Functioning
WP4004,Lake,Contaminated,37.0,16000.0,2018.0,Red Cross,Pay per use,6.0,Hand Pump,"(-18.799426105822292, 25.60829742215684)",Not Functioning
WP4005,Lake,Clean,46.0,14000.0,1997.0,Red Cross,Pay per use,27.0,Motorized Pump,"(-20.03254837409823, 28.592159562292267)",Not Functioning
,River,Contaminated,49.0,15000.0,2017.0,Red Cross,Pay per use,7.0,Motorized Pump,"(-23.634779471148484, 26.174064105685428)",Not Functioning
WP4007,Well,Clean,16.0,13000.0,2014.0,USAID,Free,10.0,Hand Pump,"(-23.20943844771041, 20.10121514821428)",Functioning
WP4008,Lake,Clean,53.0,19000.0,1996.0,USAID,Free,28.0,Motorized Pump,"(-23.372211994610755, 20.823718289683484)",Not Functioning
WP4009,Lake,Clean,45.0,12000.0,,Red Cross,Pay per use,24.0,Hand Pump,"(-23.07633214219913, 22.81475479169113)",Not Functioning
WP4010,Well,Clean,56.0,12000.0,2017.0,UNICEF,Free,7.0,Hand Pump,"(-19.864068055958256, 28.61148109048574)",Functioning
